city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,timezone
Sun Lakes,Sun Lakes,AZ,Arizona,4013,Maricopa,33.2172,-111.8695,America/Phoenix
Westmont,Westmont,NJ,New Jersey,34007,Camden,39.9082,-75.0551,America/New_York
Shepherdsville,Shepherdsville,KY,Kentucky,21029,Bullitt,37.9813,-85.7007,America/New_York
Dallas,Dallas,GA,Georgia,13223,Paulding,33.9152,-84.8416,America/New_York
Lakewood Park,Lakewood Park,FL,Florida,12111,St. Lucie,27.539,-80.3865,America/New_York
Candelaria,Candelaria,PR,Puerto Rico,72137,Toa Baja,18.4042,-66.2175,America/Puerto_Rico
College Park,College Park,GA,Georgia,13121,Fulton,33.6363,-84.464,America/New_York
Powell,Powell,OH,Ohio,39041,Delaware,40.1689,-83.0829,America/New_York
Fergus Falls,Fergus Falls,MN,Minnesota,27111,Otter Tail,46.2854,-96.0758,America/Chicago
Pierre,Pierre,SD,South Dakota,46065,Hughes,44.3748,-100.3205,America/Chicago
Jacksonville,Jacksonville,TX,Texas,48073,Cherokee,31.9642,-95.2617,America/Chicago
Kemp Mill,Kemp Mill,MD,Maryland,24031,Montgomery,39.0412,-77.0215,America/New_York
Oneonta,Oneonta,NY,New York,36077,Otsego,42.4551,-75.0666,America/New_York
Athens,Athens,TN,Tennessee,47107,McMinn,35.4573,-84.6045,America/New_York
Allouez,Allouez,WI,Wisconsin,55009,Brown,44.4721,-88.0259,America/Chicago
Indiana,Indiana,PA,Pennsylvania,42063,Indiana,40.622,-79.1552,America/New_York
Dunmore,Dunmore,PA,Pennsylvania,42069,Lackawanna,41.4152,-75.6072,America/New_York
Hidalgo,Hidalgo,TX,Texas,48215,Hidalgo,26.109,-98.2464,America/Chicago
Ardmore,Ardmore,PA,Pennsylvania,42091,Montgomery,40.0033,-75.2947,America/New_York
Jefferson Valley-Yorktown,Jefferson Valley-Yorktown,NY,New York,36119,Westchester,41.318,-73.8008,America/New_York
East Wenatchee,East Wenatchee,WA,Washington,53017,Douglas,47.4174,-120.2822,America/Los_Angeles
New Ulm,New Ulm,MN,Minnesota,27015,Brown,44.312,-94.4685,America/Chicago
Thonotosassa,Thonotosassa,FL,Florida,12057,Hillsborough,28.0464,-82.291,America/New_York
Wauconda,Wauconda,IL,Illinois,17097,Lake,42.2749,-88.1359,America/Chicago
Verona,Verona,WI,Wisconsin,55025,Dane,42.9892,-89.5383,America/Chicago
Sharonville,Sharonville,OH,Ohio,39061,Hamilton,39.2825,-84.4071,America/New_York
Circleville,Circleville,OH,Ohio,39129,Pickaway,39.6063,-82.9334,America/New_York
St. Helens,St. Helens,OR,Oregon,41009,Columbia,45.8572,-122.8164,America/Los_Angeles
Hawaiian Gardens,Hawaiian Gardens,CA,California,6037,Los Angeles,33.8304,-118.0728,America/Los_Angeles
Beach Park,Beach Park,IL,Illinois,17097,Lake,42.426,-87.8583,America/Chicago
Lone Tree,Lone Tree,CO,Colorado,8035,Douglas,39.5309,-104.8709,America/Denver
Powell,Powell,TN,Tennessee,47093,Knox,36.0358,-84.0296,America/New_York
East Milton,East Milton,FL,Florida,12113,Santa Rosa,30.6175,-86.9636,America/Chicago
McFarland,McFarland,CA,California,6029,Kern,35.6781,-119.2413,America/Los_Angeles
Grass Valley,Grass Valley,CA,California,6057,Nevada,39.2238,-121.0522,America/Los_Angeles
Roselle Park,Roselle Park,NJ,New Jersey,34039,Union,40.6653,-74.2666,America/New_York
McPherson,McPherson,KS,Kansas,20113,McPherson,38.3714,-97.6605,America/Chicago
Lyndhurst,Lyndhurst,OH,Ohio,39035,Cuyahoga,41.5172,-81.4922,America/New_York
Bothell East,Bothell East,WA,Washington,53061,Snohomish,47.8064,-122.1844,America/Los_Angeles
Warrenville,Warrenville,IL,Illinois,17043,DuPage,41.8209,-88.1857,America/Chicago
Wells Branch,Wells Branch,TX,Texas,48453,Travis,30.4433,-97.679,America/Chicago
Camp Pendleton South,Camp Pendleton South,CA,California,6073,San Diego,33.2329,-117.393,America/Los_Angeles
Waimalu,Waimalu,HI,Hawaii,15003,Honolulu,21.3913,-157.9345,Pacific/Honolulu
East Cleveland,East Cleveland,OH,Ohio,39035,Cuyahoga,41.5317,-81.5794,America/New_York
Destin,Destin,FL,Florida,12091,Okaloosa,30.395,-86.4701,America/Chicago
Royal Kunia,Royal Kunia,HI,Hawaii,15003,Honolulu,21.4053,-158.0318,Pacific/Honolulu
Huntington,Huntington,VA,Virginia,51059,Fairfax,38.7916,-77.074,America/New_York
Wood Dale,Wood Dale,IL,Illinois,17043,DuPage,41.9668,-87.9808,America/Chicago
Shiloh,Shiloh,IL,Illinois,17163,St. Clair,38.5534,-89.9161,America/Chicago
Olean,Olean,NY,New York,36009,Cattaraugus,42.0819,-78.4321,America/New_York
Hockessin,Hockessin,DE,Delaware,10003,New Castle,39.7837,-75.6815,America/New_York
Sunset,Sunset,FL,Florida,12086,Miami-Dade,25.706,-80.353,America/New_York
Beacon,Beacon,NY,New York,36027,Dutchess,41.5036,-73.9655,America/New_York
New Franklin,New Franklin,OH,Ohio,39153,Summit,40.9525,-81.5838,America/New_York
Kettering,Kettering,MD,Maryland,24033,Prince George's,38.8888,-76.7889,America/New_York
Artondale,Artondale,WA,Washington,53053,Pierce,47.3021,-122.6406,America/Los_Angeles
Waycross,Waycross,GA,Georgia,13299,Ware,31.2108,-82.3579,America/New_York
Bellair-Meadowbrook Terrace,Bellair-Meadowbrook Terrace,FL,Florida,12019,Clay,30.1796,-81.7375,America/New_York
Beachwood,Beachwood,OH,Ohio,39035,Cuyahoga,41.4759,-81.503,America/New_York
Worthington,Worthington,MN,Minnesota,27105,Nobles,43.6281,-95.599,America/Chicago
South Sioux City,South Sioux City,NE,Nebraska,31043,Dakota,42.4627,-96.4125,America/Chicago
Sauk Rapids,Sauk Rapids,MN,Minnesota,27009,Benton,45.5981,-94.1538,America/Chicago
Olympia Heights,Olympia Heights,FL,Florida,12086,Miami-Dade,25.724,-80.3388,America/New_York
Maumee,Maumee,OH,Ohio,39095,Lucas,41.5696,-83.6636,America/New_York
Teays Valley,Teays Valley,WV,West Virginia,54079,Putnam,38.4482,-81.9246,America/New_York
Lakeland,Lakeland,TN,Tennessee,47157,Shelby,35.2585,-89.7308,America/Chicago
Forest Hill,Forest Hill,TX,Texas,48439,Tarrant,32.6619,-97.2662,America/Chicago
Channahon,Channahon,IL,Illinois,17197,Will,41.421,-88.2599,America/Chicago
Braselton,Braselton,GA,Georgia,13157,Jackson,34.1087,-83.8127,America/New_York
Bedford,Bedford,IN,Indiana,18093,Lawrence,38.8602,-86.4895,America/Indiana/Indianapolis
Villas,Villas,FL,Florida,12071,Lee,26.5504,-81.8678,America/New_York
Bellefontaine,Bellefontaine,OH,Ohio,39091,Logan,40.3627,-83.763,America/New_York
Yulee,Yulee,FL,Florida,12089,Nassau,30.635,-81.5678,America/New_York
Auburn,Auburn,CA,California,6061,Placer,38.895,-121.0777,America/Los_Angeles
Snoqualmie,Snoqualmie,WA,Washington,53033,King,47.5293,-121.8412,America/Los_Angeles
Willow Grove,Willow Grove,PA,Pennsylvania,42091,Montgomery,40.1469,-75.1174,America/New_York
McMinnville,McMinnville,TN,Tennessee,47177,Warren,35.6864,-85.7812,America/Chicago
Cayce,Cayce,SC,South Carolina,45063,Lexington,33.9459,-81.0429,America/New_York
Waianae,Waianae,HI,Hawaii,15003,Honolulu,21.4568,-158.1758,Pacific/Honolulu
Ephrata,Ephrata,PA,Pennsylvania,42071,Lancaster,40.1811,-76.1812,America/New_York
Hazel Crest,Hazel Crest,IL,Illinois,17031,Cook,41.5732,-87.6899,America/Chicago
St. James,St. James,NY,New York,36103,Suffolk,40.8761,-73.1521,America/New_York
Miami Springs,Miami Springs,FL,Florida,12086,Miami-Dade,25.8195,-80.2894,America/New_York
North Fair Oaks,North Fair Oaks,CA,California,6081,San Mateo,37.4754,-122.2034,America/Los_Angeles
Rocky Point,Rocky Point,NY,New York,36103,Suffolk,40.9357,-72.9364,America/New_York
Lamont,Lamont,CA,California,6029,Kern,35.2659,-118.9159,America/Los_Angeles
Moberly,Moberly,MO,Missouri,29175,Randolph,39.4179,-92.4364,America/Chicago
Shorewood,Shorewood,WI,Wisconsin,55079,Milwaukee,43.0913,-87.8864,America/Chicago
Coldwater,Coldwater,MI,Michigan,26023,Branch,41.9465,-84.9989,America/Detroit
Colesville,Colesville,MD,Maryland,24031,Montgomery,39.073,-77.001,America/New_York
Valencia West,Valencia West,AZ,Arizona,4019,Pima,32.1355,-111.1123,America/Phoenix
Marshall,Marshall,MO,Missouri,29195,Saline,39.1147,-93.201,America/Chicago
Glenpool,Glenpool,OK,Oklahoma,40143,Tulsa,35.9488,-96.0052,America/Chicago
Latham,Latham,NY,New York,36001,Albany,42.7427,-73.7497,America/New_York
Warrensville Heights,Warrensville Heights,OH,Ohio,39035,Cuyahoga,41.4363,-81.5222,America/New_York
Smithfield,Smithfield,UT,Utah,49005,Cache,41.8349,-111.8265,America/Denver
Glen Carbon,Glen Carbon,IL,Illinois,17119,Madison,38.758,-89.9822,America/Chicago
University Heights,University Heights,OH,Ohio,39035,Cuyahoga,41.4948,-81.535,America/New_York
Marshall,Marshall,MN,Minnesota,27083,Lyon,44.4488,-95.7897,America/Chicago
Speedway,Speedway,IN,Indiana,18097,Marion,39.7937,-86.2481,America/Indiana/Indianapolis
Beeville,Beeville,TX,Texas,48025,Bee,28.4053,-97.749,America/Chicago
Marion,Marion,AR,Arkansas,5035,Crittenden,35.2035,-90.2059,America/Chicago
Port Neches,Port Neches,TX,Texas,48245,Jefferson,29.9765,-93.9459,America/Chicago
California,California,MD,Maryland,24037,St. Mary's,38.2969,-76.4949,America/New_York
Oak Park,Oak Park,CA,California,6111,Ventura,34.185,-118.7669,America/Los_Angeles
Brecksville,Brecksville,OH,Ohio,39035,Cuyahoga,41.3079,-81.6192,America/New_York
Lumberton,Lumberton,TX,Texas,48199,Hardin,30.2562,-94.207,America/Chicago
Wyandanch,Wyandanch,NY,New York,36103,Suffolk,40.7496,-73.3633,America/New_York
New Providence,New Providence,NJ,New Jersey,34039,Union,40.6996,-74.4035,America/New_York
Beaufort,Beaufort,SC,South Carolina,45013,Beaufort,32.4597,-80.7235,America/New_York
New Carrollton,New Carrollton,MD,Maryland,24033,Prince George's,38.9656,-76.8775,America/New_York
Gonzalez,Gonzalez,FL,Florida,12033,Escambia,30.5822,-87.2906,America/Chicago
East Islip,East Islip,NY,New York,36103,Suffolk,40.7257,-73.1869,America/New_York
Bardstown,Bardstown,KY,Kentucky,21179,Nelson,37.8175,-85.455,America/New_York
Newington,Newington,VA,Virginia,51059,Fairfax,38.7358,-77.1993,America/New_York
Seabrook,Seabrook,TX,Texas,48201,Harris,29.5751,-95.0235,America/Chicago
Western Springs,Western Springs,IL,Illinois,17031,Cook,41.8023,-87.9006,America/Chicago
Echelon,Echelon,NJ,New Jersey,34007,Camden,39.8482,-74.9957,America/New_York
Nesconset,Nesconset,NY,New York,36103,Suffolk,40.8467,-73.1522,America/New_York
Plover,Plover,WI,Wisconsin,55097,Portage,44.4615,-89.5382,America/Chicago
Endicott,Endicott,NY,New York,36007,Broome,42.098,-76.0639,America/New_York
Martinsville,Martinsville,VA,Virginia,51690,Martinsville,36.6826,-79.8636,America/New_York
Lexington Park,Lexington Park,MD,Maryland,24037,St. Mary's,38.2528,-76.4424,America/New_York
Bexley,Bexley,OH,Ohio,39049,Franklin,39.965,-82.9343,America/New_York
South Charleston,South Charleston,WV,West Virginia,54039,Kanawha,38.3426,-81.7155,America/New_York
Bridgetown,Bridgetown,OH,Ohio,39061,Hamilton,39.1552,-84.6359,America/New_York
Eatontown,Eatontown,NJ,New Jersey,34025,Monmouth,40.2913,-74.0558,America/New_York
Conway,Conway,FL,Florida,12095,Orange,28.4968,-81.3316,America/New_York
Lewisville,Lewisville,NC,North Carolina,37067,Forsyth,36.103,-80.4166,America/New_York
Jefferson,Jefferson,GA,Georgia,13157,Jackson,34.1373,-83.6021,America/New_York
Bonita,Bonita,CA,California,6073,San Diego,32.6651,-117.0296,America/Los_Angeles
King City,King City,CA,California,6053,Monterey,36.2164,-121.133,America/Los_Angeles
Avocado Heights,Avocado Heights,CA,California,6037,Los Angeles,34.0391,-117.997,America/Los_Angeles
Sterling,Sterling,CO,Colorado,8075,Logan,40.6205,-103.1925,America/Denver
Lake Forest Park,Lake Forest Park,WA,Washington,53033,King,47.7574,-122.2864,America/Los_Angeles
Fruita,Fruita,CO,Colorado,8077,Mesa,39.1548,-108.7305,America/Denver
Los Alamos,Los Alamos,NM,New Mexico,35028,Los Alamos,35.8927,-106.2862,America/Denver
Moncks Corner,Moncks Corner,SC,South Carolina,45015,Berkeley,33.173,-80.0107,America/New_York
Irondale,Irondale,AL,Alabama,1073,Jefferson,33.5439,-86.6606,America/Chicago
Callaway,Callaway,FL,Florida,12005,Bay,30.1349,-85.5568,America/Chicago
Fort Lewis,Fort Lewis,WA,Washington,53053,Pierce,47.0955,-122.5674,America/Los_Angeles
Englewood,Englewood,OH,Ohio,39113,Montgomery,39.8643,-84.307,America/New_York
Franklin Park,Franklin Park,NJ,New Jersey,34035,Somerset,40.4439,-74.5431,America/New_York
Avenal,Avenal,CA,California,6031,Kings,36.0311,-120.1162,America/Los_Angeles
Sault Ste. Marie,Sault Ste. Marie,MI,Michigan,26033,Chippewa,46.4817,-84.3723,America/Detroit
Azle,Azle,TX,Texas,48439,Tarrant,32.8955,-97.5379,America/Chicago
Kilgore,Kilgore,TX,Texas,48183,Gregg,32.398,-94.8602,America/Chicago
Connersville,Connersville,IN,Indiana,18041,Fayette,39.6582,-85.141,America/Indiana/Indianapolis
Joppatowne,Joppatowne,MD,Maryland,24025,Harford,39.4181,-76.3516,America/New_York
Butler,Butler,PA,Pennsylvania,42019,Butler,40.8616,-79.8962,America/New_York
Pottsville,Pottsville,PA,Pennsylvania,42107,Schuylkill,40.6798,-76.2091,America/New_York
Palmetto,Palmetto,FL,Florida,12081,Manatee,27.5251,-82.5749,America/New_York
Atlantic Beach,Atlantic Beach,FL,Florida,12031,Duval,30.3375,-81.4127,America/New_York
Canton,Canton,IL,Illinois,17057,Fulton,40.5632,-90.0409,America/Chicago
Urbana,Urbana,MD,Maryland,24021,Frederick,39.3274,-77.3423,America/New_York
Lincoln,Lincoln,IL,Illinois,17107,Logan,40.1508,-89.372,America/Chicago
Marietta,Marietta,OH,Ohio,39167,Washington,39.4241,-81.4465,America/New_York
River Ridge,River Ridge,LA,Louisiana,22051,Jefferson,29.9593,-90.2202,America/Chicago
Washington,Washington,PA,Pennsylvania,42125,Washington,40.1741,-80.2465,America/New_York
Jupiter Farms,Jupiter Farms,FL,Florida,12099,Palm Beach,26.9222,-80.2189,America/New_York
Lake Station,Lake Station,IN,Indiana,18089,Lake,41.5729,-87.2599,America/Chicago
Carnot-Moon,Carnot-Moon,PA,Pennsylvania,42003,Allegheny,40.5187,-80.2178,America/New_York
Andrews,Andrews,TX,Texas,48003,Andrews,32.3207,-102.552,America/Chicago
Henderson,Henderson,TX,Texas,48401,Rusk,32.1576,-94.796,America/Chicago
Mountain Park,Mountain Park,GA,Georgia,13135,Gwinnett,33.8458,-84.1314,America/New_York
La Grange Park,La Grange Park,IL,Illinois,17031,Cook,41.8308,-87.8723,America/Chicago
Blue Ash,Blue Ash,OH,Ohio,39061,Hamilton,39.248,-84.3827,America/New_York
Broussard,Broussard,LA,Louisiana,22055,Lafayette,30.1396,-91.954,America/Chicago
Kingston,Kingston,PA,Pennsylvania,42079,Luzerne,41.2652,-75.8876,America/New_York
Auburn,Auburn,IN,Indiana,18033,DeKalb,41.3666,-85.0559,America/Indiana/Indianapolis
Coatesville,Coatesville,PA,Pennsylvania,42029,Chester,39.9849,-75.82,America/New_York
White House,White House,TN,Tennessee,47147,Robertson,36.4648,-86.6666,America/Chicago
Woodinville,Woodinville,WA,Washington,53033,King,47.757,-122.1477,America/Los_Angeles
Mount Vernon,Mount Vernon,VA,Virginia,51059,Fairfax,38.714,-77.1043,America/New_York
Elfers,Elfers,FL,Florida,12101,Pasco,28.214,-82.723,America/New_York
Clayton,Clayton,OH,Ohio,39113,Montgomery,39.8689,-84.3292,America/New_York
Rogers,Rogers,MN,Minnesota,27053,Hennepin,45.1865,-93.5783,America/Chicago
Blytheville,Blytheville,AR,Arkansas,5093,Mississippi,35.9321,-89.9051,America/Chicago
Lincolnwood,Lincolnwood,IL,Illinois,17031,Cook,42.0054,-87.733,America/Chicago
Naranja,Naranja,FL,Florida,12086,Miami-Dade,25.5164,-80.4222,America/New_York
Orange City,Orange City,FL,Florida,12127,Volusia,28.9348,-81.2881,America/New_York
Kings Park West,Kings Park West,VA,Virginia,51059,Fairfax,38.8151,-77.296,America/New_York
Steamboat Springs,Steamboat Springs,CO,Colorado,8107,Routt,40.4777,-106.8243,America/Denver
Trophy Club,Trophy Club,TX,Texas,48121,Denton,33.004,-97.1899,America/Chicago
New Kingman-Butler,New Kingman-Butler,AZ,Arizona,4015,Mohave,35.2645,-114.0091,America/Phoenix
Loveland,Loveland,OH,Ohio,39061,Hamilton,39.2677,-84.2733,America/New_York
Cornelius,Cornelius,OR,Oregon,41067,Washington,45.5188,-123.051,America/Los_Angeles
Moody,Moody,AL,Alabama,1115,St. Clair,33.5986,-86.4963,America/Chicago
Glendale,Glendale,WI,Wisconsin,55079,Milwaukee,43.1287,-87.9277,America/Chicago
Orangeburg,Orangeburg,SC,South Carolina,45075,Orangeburg,33.4928,-80.8671,America/New_York
Palos Verdes Estates,Palos Verdes Estates,CA,California,6037,Los Angeles,33.7872,-118.3973,America/Los_Angeles
Dorado,Dorado,PR,Puerto Rico,72051,Dorado,18.4657,-66.2726,America/Puerto_Rico
Las Vegas,Las Vegas,NM,New Mexico,35047,San Miguel,35.6011,-105.2206,America/Denver
Cheval,Cheval,FL,Florida,12057,Hillsborough,28.1459,-82.5184,America/New_York
Carpinteria,Carpinteria,CA,California,6083,Santa Barbara,34.3962,-119.5118,America/Los_Angeles
Portland,Portland,TN,Tennessee,47165,Sumner,36.5921,-86.5239,America/Chicago
Weddington,Weddington,NC,North Carolina,37179,Union,35.0228,-80.7383,America/New_York
Newton,Newton,NC,North Carolina,37035,Catawba,35.663,-81.2335,America/New_York
Ridgefield Park,Ridgefield Park,NJ,New Jersey,34003,Bergen,40.8543,-74.0201,America/New_York
Harrison,Harrison,AR,Arkansas,5009,Boone,36.2438,-93.1198,America/Chicago
Pell City,Pell City,AL,Alabama,1115,St. Clair,33.561,-86.2669,America/Chicago
Superior,Superior,CO,Colorado,8013,Boulder,39.934,-105.1588,America/Denver
Sharon,Sharon,PA,Pennsylvania,42085,Mercer,41.234,-80.4998,America/New_York
Trenton,Trenton,OH,Ohio,39017,Butler,39.4792,-84.462,America/New_York
South Daytona,South Daytona,FL,Florida,12127,Volusia,29.1657,-81.0055,America/New_York
Chino Valley,Chino Valley,AZ,Arizona,4025,Yavapai,34.7594,-112.412,America/Phoenix
Dover,Dover,OH,Ohio,39157,Tuscarawas,40.5304,-81.4806,America/New_York
Grand Terrace,Grand Terrace,CA,California,6071,San Bernardino,34.0312,-117.3132,America/Los_Angeles
Mounds View,Mounds View,MN,Minnesota,27123,Ramsey,45.1071,-93.2076,America/Chicago
Lake Los Angeles,Lake Los Angeles,CA,California,6037,Los Angeles,34.6097,-117.8339,America/Los_Angeles
La Grande,La Grande,OR,Oregon,41061,Union,45.3242,-118.0865,America/Los_Angeles
North Palm Beach,North Palm Beach,FL,Florida,12099,Palm Beach,26.8217,-80.0576,America/New_York
Soddy-Daisy,Soddy-Daisy,TN,Tennessee,47065,Hamilton,35.2571,-85.1739,America/New_York
Stoughton,Stoughton,WI,Wisconsin,55025,Dane,42.9237,-89.2225,America/Chicago
Harrison,Harrison,OH,Ohio,39061,Hamilton,39.2584,-84.7868,America/New_York
Ionia,Ionia,MI,Michigan,26067,Ionia,42.9773,-85.0727,America/Detroit
Oatfield,Oatfield,OR,Oregon,41005,Clackamas,45.4125,-122.594,America/Los_Angeles
Cherry Hill Mall,Cherry Hill Mall,NJ,New Jersey,34007,Camden,39.9384,-75.0117,America/New_York
West Carrollton,West Carrollton,OH,Ohio,39113,Montgomery,39.6701,-84.2542,America/New_York
Cambridge,Cambridge,MD,Maryland,24019,Dorchester,38.5515,-76.0787,America/New_York
Norwalk,Norwalk,IA,Iowa,19181,Warren,41.4895,-93.6913,America/Chicago
On Top of the World Designated Place,On Top of the World Designated Place,FL,Florida,12083,Marion,29.1058,-82.2866,America/New_York
Bedford,Bedford,OH,Ohio,39035,Cuyahoga,41.3919,-81.536,America/New_York
Hawaiian Paradise Park,Hawaiian Paradise Park,HI,Hawaii,15001,Hawaii,19.5828,-154.9695,Pacific/Honolulu
Fernandina Beach,Fernandina Beach,FL,Florida,12089,Nassau,30.6571,-81.4511,America/New_York
Claremont,Claremont,NH,New Hampshire,33019,Sullivan,43.379,-72.3368,America/New_York
Forrest City,Forrest City,AR,Arkansas,5123,St. Francis,35.0135,-90.7931,America/Chicago
Montgomeryville,Montgomeryville,PA,Pennsylvania,42091,Montgomery,40.2502,-75.2405,America/New_York
Webb City,Webb City,MO,Missouri,29097,Jasper,37.1412,-94.4676,America/Chicago
Timberlake,Timberlake,VA,Virginia,51031,Campbell,37.3167,-79.2481,America/New_York
Jennings,Jennings,MO,Missouri,29189,St. Louis,38.7231,-90.2644,America/Chicago
Miami,Miami,OK,Oklahoma,40115,Ottawa,36.8878,-94.8711,America/Chicago
Waconia,Waconia,MN,Minnesota,27019,Carver,44.8422,-93.7896,America/Chicago
Ridge,Ridge,NY,New York,36103,Suffolk,40.9068,-72.8816,America/New_York
West Monroe,West Monroe,LA,Louisiana,22073,Ouachita,32.512,-92.1513,America/Chicago
Green Valley,Green Valley,MD,Maryland,24021,Frederick,39.3414,-77.24,America/New_York
Rochester,Rochester,MI,Michigan,26125,Oakland,42.6866,-83.1198,America/Detroit
Larkspur,Larkspur,CA,California,6041,Marin,37.9393,-122.5312,America/Los_Angeles
Troy,Troy,MO,Missouri,29113,Lincoln,38.9708,-90.9714,America/Chicago
Vinings,Vinings,GA,Georgia,13067,Cobb,33.8608,-84.4686,America/New_York
Solana Beach,Solana Beach,CA,California,6073,San Diego,32.9943,-117.2574,America/Los_Angeles
Grantsville,Grantsville,UT,Utah,49045,Tooele,40.6148,-112.4777,America/Denver
North Adams,North Adams,MA,Massachusetts,25003,Berkshire,42.6844,-73.1166,America/New_York
Newcastle,Newcastle,WA,Washington,53033,King,47.5304,-122.1633,America/Los_Angeles
Meadville,Meadville,PA,Pennsylvania,42039,Crawford,41.6476,-80.1468,America/New_York
Byram,Byram,MS,Mississippi,28049,Hinds,32.189,-90.2861,America/Chicago
D'Iberville,D'Iberville,MS,Mississippi,28047,Harrison,30.4709,-88.9011,America/Chicago
Holly Hill,Holly Hill,FL,Florida,12127,Volusia,29.2442,-81.0465,America/New_York
St. Ann,St. Ann,MO,Missouri,29189,St. Louis,38.7266,-90.3872,America/Chicago
Lahaina,Lahaina,HI,Hawaii,15009,Maui,20.8848,-156.6618,Pacific/Honolulu
Fostoria,Fostoria,OH,Ohio,39147,Seneca,41.16,-83.4121,America/New_York
Dardenne Prairie,Dardenne Prairie,MO,Missouri,29183,St. Charles,38.7565,-90.7319,America/Chicago
El Dorado,El Dorado,KS,Kansas,20015,Butler,37.821,-96.8613,America/Chicago
Athens,Athens,TX,Texas,48213,Henderson,32.2041,-95.8321,America/Chicago
Suamico,Suamico,WI,Wisconsin,55009,Brown,44.6354,-88.0683,America/Chicago
Mountain Home,Mountain Home,AR,Arkansas,5005,Baxter,36.3351,-92.384,America/Chicago
Harrison,Harrison,WI,Wisconsin,55015,Calumet,44.1935,-88.2941,America/Chicago
Smyrna,Smyrna,DE,Delaware,10001,Kent,39.2935,-75.6083,America/New_York
Finneytown,Finneytown,OH,Ohio,39061,Hamilton,39.2159,-84.5144,America/New_York
Red Bank,Red Bank,NJ,New Jersey,34025,Monmouth,40.348,-74.0672,America/New_York
Woodhaven,Woodhaven,MI,Michigan,26163,Wayne,42.132,-83.2374,America/Detroit
Vadnais Heights,Vadnais Heights,MN,Minnesota,27123,Ramsey,45.057,-93.0748,America/Chicago
Salisbury,Salisbury,NY,New York,36059,Nassau,40.7454,-73.5604,America/New_York
Tehachapi,Tehachapi,CA,California,6029,Kern,35.1276,-118.4744,America/Los_Angeles
Cheney,Cheney,WA,Washington,53063,Spokane,47.4901,-117.579,America/Los_Angeles
Florida City,Florida City,FL,Florida,12086,Miami-Dade,25.4418,-80.4685,America/New_York
Emeryville,Emeryville,CA,California,6001,Alameda,37.8382,-122.2932,America/Los_Angeles
Lansdowne,Lansdowne,VA,Virginia,51107,Loudoun,39.0844,-77.4839,America/New_York
Bloomsburg,Bloomsburg,PA,Pennsylvania,42037,Columbia,41.0027,-76.4561,America/New_York
Sugarland Run,Sugarland Run,VA,Virginia,51107,Loudoun,39.0309,-77.3762,America/New_York
Tega Cay,Tega Cay,SC,South Carolina,45091,York,35.039,-81.0111,America/New_York
Tucson Estates,Tucson Estates,AZ,Arizona,4019,Pima,32.1792,-111.1266,America/Phoenix
Overlea,Overlea,MD,Maryland,24005,Baltimore,39.3642,-76.5175,America/New_York
Santa Fe,Santa Fe,TX,Texas,48167,Galveston,29.3889,-95.1003,America/Chicago
Florham Park,Florham Park,NJ,New Jersey,34027,Morris,40.7773,-74.3953,America/New_York
Festus,Festus,MO,Missouri,29099,Jefferson,38.2194,-90.4097,America/Chicago
Greenville,Greenville,OH,Ohio,39037,Darke,40.1043,-84.6209,America/New_York
San Anselmo,San Anselmo,CA,California,6041,Marin,37.9821,-122.5699,America/Los_Angeles
Grover Beach,Grover Beach,CA,California,6079,San Luis Obispo,35.1204,-120.6197,America/Los_Angeles
Big Bear City,Big Bear City,CA,California,6071,San Bernardino,34.2536,-116.7903,America/Los_Angeles
Eufaula,Eufaula,AL,Alabama,1005,Barbour,31.9102,-85.1505,America/Chicago
Accokeek,Accokeek,MD,Maryland,24033,Prince George's,38.6745,-77.0023,America/New_York
Guymon,Guymon,OK,Oklahoma,40139,Texas,36.6903,-101.4774,America/Chicago
Amherst,Amherst,OH,Ohio,39093,Lorain,41.4022,-82.2303,America/New_York
Oakland,Oakland,NJ,New Jersey,34003,Bergen,41.0313,-74.2408,America/New_York
Richton Park,Richton Park,IL,Illinois,17031,Cook,41.4816,-87.7387,America/Chicago
Annapolis Neck,Annapolis Neck,MD,Maryland,24003,Anne Arundel,38.9409,-76.4997,America/New_York
St. Marys,St. Marys,PA,Pennsylvania,42047,Elk,41.4574,-78.5342,America/New_York
Northlake,Northlake,IL,Illinois,17031,Cook,41.9142,-87.9054,America/Chicago
Manorville,Manorville,NY,New York,36103,Suffolk,40.8574,-72.7915,America/New_York
Marysville,Marysville,CA,California,6115,Yuba,39.1518,-121.5835,America/Los_Angeles
Paradise Valley,Paradise Valley,AZ,Arizona,4013,Maricopa,33.5434,-111.9595,America/Phoenix
Neosho,Neosho,MO,Missouri,29145,Newton,36.8437,-94.3758,America/Chicago
Geneva,Geneva,NY,New York,36069,Ontario,42.8645,-76.9826,America/New_York
Wilmington,Wilmington,OH,Ohio,39027,Clinton,39.4362,-83.8141,America/New_York
Dunkirk,Dunkirk,NY,New York,36013,Chautauqua,42.4801,-79.3324,America/New_York
Fords,Fords,NJ,New Jersey,34023,Middlesex,40.5359,-74.3126,America/New_York
Vineyard,Vineyard,UT,Utah,49049,Utah,40.3059,-111.7545,America/Denver
Wickliffe,Wickliffe,OH,Ohio,39085,Lake,41.6072,-81.469,America/New_York
Kelso,Kelso,WA,Washington,53015,Cowlitz,46.1236,-122.8909,America/Los_Angeles
