"","name","common_name","SPEC","project_code"
"3933","2-18","Great Blue Heron","GBHE","EBIRD"
"3934","2-18","Great Egret","GREG","EBIRD"
"3935","2-18","Pygmy Nuthatch","PYNU","EBIRD"
"3936","2-18","Song Sparrow","SOSP","EBIRD"
"3937","2-18","Western Bluebird","WEBL","EBIRD"
"3938","2-2","American Goldfinch","AMGO","EBIRD"
"3939","2-2","Brown-headed Cowbird","BHCO","EBIRD"
"3940","2-2","Bushtit","BUSH","EBIRD"
"3941","2-2","California Quail","CAQU","EBIRD"
"3942","2-2","California Scrub-Jay","CASJ","EBIRD"
"3943","2-2","Canada Goose","CANG","EBIRD"
"3944","2-2","Cliff Swallow","CLSW","EBIRD"
"3945","2-2","Common Raven","CORA","EBIRD"
"3946","2-2","Common Yellowthroat","COYE","EBIRD"
"3947","2-2","Double-crested Cormorant","DCCO","EBIRD"
"3948","2-2","Grasshopper Sparrow","GRSP","EBIRD"
"3949","2-2","Great Horned Owl","GHOW","EBIRD"
"3950","2-2","Lark Sparrow","LASP","EBIRD"
"3951","2-2","Mallard","MALL","EBIRD"
"3952","2-2","Northern Harrier","NOHA","EBIRD"
"3953","2-2","Red-tailed Hawk","RTHA","EBIRD"
"3954","2-2","Rock Pigeon","ROPI","EBIRD"
"3955","2-2","Savannah Sparrow","SAVS","EBIRD"
"3956","2-2","Song Sparrow","SOSP","EBIRD"
"3957","2-2","Spotted Towhee","SPTO","EBIRD"
"3958","2-2","White-crowned Sparrow","WCSP","EBIRD"
"3959","2-2","Wild Turkey","WITU","EBIRD"
"3960","2-2","Wilson's Warbler","WIWA","EBIRD"
"3961","2-20","Allen's Hummingbird","ALHU","EBIRD"
"3962","2-20","American Crow","AMCR","EBIRD"
"3963","2-20","American Goldfinch","AMGO","EBIRD"
"3964","2-20","American Robin","AMRO","EBIRD"
"3965","2-20","Anna's Hummingbird","ANHU","EBIRD"
"3966","2-20","Ash-throated Flycatcher","ATFL","EBIRD"
"3967","2-20","Bald Eagle","BAEA","EBIRD"
"3968","2-20","Barn Owl","BANO","EBIRD"
"3969","2-20","Barn Swallow","BARS","EBIRD"
"3970","2-20","Bewick's Wren","BEWR","EBIRD"
"3971","2-20","Black-headed Grosbeak","BHGR","EBIRD"
"3972","2-20","Black Phoebe","BLPH","EBIRD"
"3973","2-20","Bushtit","BUSH","EBIRD"
"3974","2-20","California Quail","CAQU","EBIRD"
"3975","2-20","California Scrub-Jay","CASJ","EBIRD"
"3976","2-20","California Towhee","CALT","EBIRD"
"3977","2-20","Canada Goose","CANG","EBIRD"
"3978","2-20","Chestnut-backed Chickadee","CBCH","EBIRD"
"3979","2-20","Cliff Swallow","CLSW","EBIRD"
"3980","2-20","Common Raven","CORA","EBIRD"
"3981","2-20","Common Yellowthroat","COYE","EBIRD"
"3982","2-20","Dark-eyed Junco","DEJU","EBIRD"
"3983","2-20","Double-crested Cormorant","DCCO","EBIRD"
"3984","2-20","Eurasian Collared-Dove","EUCD","EBIRD"
"3985","2-20","European Starling","EUST","EBIRD"
"3986","2-20","Great Blue Heron","GBHE","EBIRD"
"3987","2-20","Great Egret","GREG","EBIRD"
"3988","2-20","Great Horned Owl","GHOW","EBIRD"
"3989","2-20","House Finch","HOFI","EBIRD"
"3990","2-20","House Wren","HOWR","EBIRD"
"3991","2-20","Hutton's Vireo","HUVI","EBIRD"
"3992","2-20","Lazuli Bunting","LAZB","EBIRD"
"3993","2-20","Long-eared Owl","LEOW","EBIRD"
"3994","2-20","Mallard","MALL","EBIRD"
"3995","2-20","Marsh Wren","MAWR","EBIRD"
"3996","2-20","Mourning Dove","MODO","EBIRD"
"3997","2-20","Orange-crowned Warbler","OCWA","EBIRD"
"3998","2-20","Osprey","OSPR","EBIRD"
"3999","2-20","Pacific-slope Flycatcher","PSFL","EBIRD"
"4000","2-20","Peregrine Falcon","PEFA","EBIRD"
"4001","2-20","Pied-billed Grebe","PBGR","EBIRD"
"4002","2-20","Purple Finch","PUFI","EBIRD"
"4003","2-20","Pygmy Nuthatch","PYNU","EBIRD"
"4004","2-20","Red-shouldered Hawk","RSHA","EBIRD"
"4005","2-20","Red-tailed Hawk","RTHA","EBIRD"
"4006","2-20","Ruddy Duck","RUDU","EBIRD"
"4007","2-20","Song Sparrow","SOSP","EBIRD"
"4008","2-20","Spotted Towhee","SPTO","EBIRD"
"4009","2-20","Swainson's Thrush","SWTH","EBIRD"
"4010","2-20","Virginia Rail","VIRA","EBIRD"
"4011","2-20","Western Bluebird","WEBL","EBIRD"
"4012","2-20","Western Gull","WEGU","EBIRD"
"4013","2-20","White-tailed Kite","WTKI","EBIRD"
"4014","2-20","Wild Turkey","WITU","EBIRD"
"4015","2-20","Wilson's Warbler","WIWA","EBIRD"
"4016","2-20","Wrentit","WREN","EBIRD"
"4017","2-22","Allen's Hummingbird","ALHU","EBIRD"
"4018","2-22","American Crow","AMCR","EBIRD"
"4019","2-22","American Goldfinch","AMGO","EBIRD"
"4020","2-22","American Robin","AMRO","EBIRD"
"4021","2-22","Anna's Hummingbird","ANHU","EBIRD"
"4022","2-22","Ash-throated Flycatcher","ATFL","EBIRD"
"4023","2-22","Bald Eagle","BAEA","EBIRD"
"4024","2-22","Barn Owl","BANO","EBIRD"
"4025","2-22","Barn Swallow","BARS","EBIRD"
"4026","2-22","Belted Kingfisher","BEKI","EBIRD"
"4027","2-22","Bewick's Wren","BEWR","EBIRD"
"4028","2-22","Black-headed Grosbeak","BHGR","EBIRD"
"4029","2-22","Black Phoebe","BLPH","EBIRD"
"4030","2-22","Bushtit","BUSH","EBIRD"
"4031","2-22","California Quail","CAQU","EBIRD"
"4032","2-22","California Scrub-Jay","CASJ","EBIRD"
"4033","2-22","California Towhee","CALT","EBIRD"
"4034","2-22","Canada Goose","CANG","EBIRD"
"4035","2-22","Chestnut-backed Chickadee","CBCH","EBIRD"
"4036","2-22","Cliff Swallow","CLSW","EBIRD"
"4037","2-22","Common Raven","CORA","EBIRD"
"4038","2-22","Common Yellowthroat","COYE","EBIRD"
"4039","2-22","Dark-eyed Junco","DEJU","EBIRD"
"4040","2-22","Double-crested Cormorant","DCCO","EBIRD"
"4041","2-22","Eurasian Collared-Dove","EUCD","EBIRD"
"4042","2-22","European Starling","EUST","EBIRD"
"4043","2-22","Great Blue Heron","GBHE","EBIRD"
"4044","2-22","Great Horned Owl","GHOW","EBIRD"
"4045","2-22","Hairy Woodpecker","HAWO","EBIRD"
"4046","2-22","House Finch","HOFI","EBIRD"
"4047","2-22","House Wren","HOWR","EBIRD"
"4048","2-22","Hutton's Vireo","HUVI","EBIRD"
"4049","2-22","Lazuli Bunting","LAZB","EBIRD"
"4050","2-22","Long-eared Owl","LEOW","EBIRD"
"4051","2-22","Mallard","MALL","EBIRD"
"4052","2-22","Marsh Wren","MAWR","EBIRD"
"4053","2-22","Mourning Dove","MODO","EBIRD"
"4054","2-22","Orange-crowned Warbler","OCWA","EBIRD"
"4055","2-22","Osprey","OSPR","EBIRD"
"4056","2-22","Pacific-slope Flycatcher","PSFL","EBIRD"
"4057","2-22","Peregrine Falcon","PEFA","EBIRD"
"4058","2-22","Pied-billed Grebe","PBGR","EBIRD"
"4059","2-22","Purple Finch","PUFI","EBIRD"
"4060","2-22","Pygmy Nuthatch","PYNU","EBIRD"
"4061","2-22","Red-shouldered Hawk","RSHA","EBIRD"
"4062","2-22","Red-tailed Hawk","RTHA","EBIRD"
"4063","2-22","Ruddy Duck","RUDU","EBIRD"
"4064","2-22","Song Sparrow","SOSP","EBIRD"
"4065","2-22","Spotted Towhee","SPTO","EBIRD"
"4066","2-22","Swainson's Thrush","SWTH","EBIRD"
"4067","2-22","Tree Swallow","TRES","EBIRD"
"4068","2-22","Virginia Rail","VIRA","EBIRD"
"4069","2-22","Western Bluebird","WEBL","EBIRD"
"4070","2-22","Western Gull","WEGU","EBIRD"
"4071","2-22","White-tailed Kite","WTKI","EBIRD"
"4072","2-22","Wild Turkey","WITU","EBIRD"
"4073","2-22","Wilson's Warbler","WIWA","EBIRD"
"4074","2-22","Wrentit","WREN","EBIRD"
"4075","2-23","Band-tailed Pigeon","BTPI","EBIRD"
"4076","2-23","Barn Swallow","BARS","EBIRD"
"4077","2-23","Belted Kingfisher","BEKI","EBIRD"
"4078","2-23","Bushtit","BUSH","EBIRD"
"4079","2-23","California Quail","CAQU","EBIRD"
"4080","2-23","Chestnut-backed Chickadee","CBCH","EBIRD"
"4081","2-23","Cinnamon Teal","CITE","EBIRD"
"4082","2-23","Common Raven","CORA","EBIRD"
"4083","2-23","Dark-eyed Junco","DEJU","EBIRD_BCN"
"4084","2-23","Gadwall","GADW","EBIRD"
"4085","2-23","Great Horned Owl","GHOW","EBIRD_BCN"
"4086","2-23","Hairy Woodpecker","HAWO","EBIRD"
"4087","2-23","Hutton's Vireo","HUVI","EBIRD"
"4088","2-23","Mallard","MALL","EBIRD"
"4089","2-23","Northern Harrier","NOHA","EBIRD"
"4090","2-23","Northern Rough-winged Swallow","NRWS","EBIRD"
"4091","2-23","Osprey","OSPR","EBIRD"
"4092","2-23","Pacific-slope Flycatcher","PSFL","EBIRD_BCN"
"4093","2-23","Peregrine Falcon","PEFA","EBIRD"
"4094","2-23","Purple Finch","PUFI","EBIRD"
"4095","2-23","Pygmy Nuthatch","PYNU","EBIRD_BCN"
"4096","2-23","Red-tailed Hawk","RTHA","EBIRD"
"4097","2-23","Savannah Sparrow","SAVS","EBIRD"
"4098","2-23","Song Sparrow","SOSP","EBIRD"
"4099","2-23","Tree Swallow","TRES","EBIRD"
"4100","2-23","Western Bluebird","WEBL","EBIRD"
"4101","2-23","White-crowned Sparrow","WCSP","EBIRD"
"4102","2-23","Wilson's Warbler","WIWA","EBIRD"
"4103","2-24","Allen's Hummingbird","ALHU","EBIRD"
"4104","2-24","American Robin","AMRO","EBIRD"
"4105","2-24","Anna's Hummingbird","ANHU","EBIRD"
"4106","2-24","Band-tailed Pigeon","BTPI","EBIRD"
"4107","2-24","Belted Kingfisher","BEKI","EBIRD"
"4108","2-24","Bewick's Wren","BEWR","EBIRD"
"4109","2-24","Bushtit","BUSH","EBIRD"
"4110","2-24","Chestnut-backed Chickadee","CBCH","EBIRD"
"4111","2-24","Common Raven","CORA","EBIRD_BCN"
"4112","2-24","Dark-eyed Junco","DEJU","EBIRD_BCN"
"4113","2-24","Great Horned Owl","GHOW","EBIRD_BCN"
"4114","2-24","Hairy Woodpecker","HAWO","EBIRD"
"4115","2-24","Hutton's Vireo","HUVI","EBIRD"
"4116","2-24","Osprey","OSPR","EBIRD"
"4117","2-24","Pacific-slope Flycatcher","PSFL","EBIRD_BCN"
"4118","2-24","Purple Finch","PUFI","EBIRD"
"4119","2-24","Pygmy Nuthatch","PYNU","EBIRD_BCN"
"4120","2-24","Spotted Towhee","SPTO","EBIRD"
"4121","2-24","Steller's Jay","STJA","EBIRD"
"4122","2-24","Tree Swallow","TRES","EBIRD"
"4123","2-24","Violet-green Swallow","VGSW","EBIRD"
"4124","2-24","Western Bluebird","WEBL","EBIRD"
"4125","2-24","Wilson's Warbler","WIWA","EBIRD"
"4126","2-24","Wrentit","WREN","EBIRD"
"4127","2-6","Anna's Hummingbird","ANHU","EBIRD"
"4128","2-6","Barn Swallow","BARS","EBIRD"
"4129","2-6","Bewick's Wren","BEWR","EBIRD"
"4130","2-6","Black Phoebe","BLPH","EBIRD"
"4131","2-6","Brandt's Cormorant","BRAC","EBIRD"
"4132","2-6","Brewer's Blackbird","BRBL","EBIRD"
"4133","2-6","Brown-headed Cowbird","BHCO","EBIRD"
"4134","2-6","Bushtit","BUSH","EBIRD"
"4135","2-6","California Quail","CAQU","EBIRD"
"4136","2-6","California Scrub-Jay","CASJ","EBIRD"
"4137","2-6","Canada Goose","CANG","EBIRD"
"4138","2-6","Common Raven","CORA","EBIRD"
"4139","2-6","Common Yellowthroat","COYE","EBIRD"
"4140","2-6","Double-crested Cormorant","DCCO","EBIRD"
"4141","2-6","Eurasian Collared-Dove","EUCD","EBIRD"
"4142","2-6","European Starling","EUST","EBIRD"
"4143","2-6","Grasshopper Sparrow","GRSP","EBIRD"
"4144","2-6","House Finch","HOFI","EBIRD"
"4145","2-6","Mallard","MALL","EBIRD"
"4146","2-6","Northern Flicker","NOFL","EBIRD"
"4147","2-6","Northern Harrier","NOHA","EBIRD"
"4148","2-6","Pelagic Cormorant","PECO","EBIRD"
"4149","2-6","Peregrine Falcon","PEFA","EBIRD"
"4150","2-6","Purple Finch","PUFI","EBIRD"
"4151","2-6","Red-tailed Hawk","RTHA","EBIRD"
"4152","2-6","Savannah Sparrow","SAVS","EBIRD"
"4153","2-6","Song Sparrow","SOSP","EBIRD"
"4154","2-6","Spotted Towhee","SPTO","EBIRD"
"4155","2-6","Western Bluebird","WEBL","EBIRD"
"4156","2-6","White-crowned Sparrow","WCSP","EBIRD"
"4157","2-6","Wilson's Warbler","WIWA","EBIRD"
"4158","2-8","Allen's Hummingbird","ALHU","EBIRD"
"4159","2-8","American Crow","AMCR","EBIRD"
"4160","2-8","Anna's Hummingbird","ANHU","EBIRD"
"4161","2-8","Bald Eagle","BAEA","EBIRD"
"4162","2-8","Barn Owl","BANO","EBIRD"
"4163","2-8","Barn Swallow","BARS","EBIRD"
"4164","2-8","Bewick's Wren","BEWR","EBIRD"
"4165","2-8","Black-headed Grosbeak","BHGR","EBIRD"
"4166","2-8","Black Phoebe","BLPH","EBIRD"
"4167","2-8","Brewer's Blackbird","BRBL","EBIRD"
"4168","2-8","Bushtit","BUSH","EBIRD"
"4169","2-8","California Quail","CAQU","EBIRD"
"4170","2-8","California Scrub-Jay","CASJ","EBIRD"
"4171","2-8","Canada Goose","CANG","EBIRD"
"4172","2-8","Chestnut-backed Chickadee","CBCH","EBIRD"
"4173","2-8","Cliff Swallow","CLSW","EBIRD"
"4174","2-8","Common Raven","CORA","EBIRD"
"4175","2-8","Common Yellowthroat","COYE","EBIRD"
"4176","2-8","Dark-eyed Junco","DEJU","EBIRD"
"4177","2-8","Double-crested Cormorant","DCCO","EBIRD"
"4178","2-8","Eurasian Collared-Dove","EUCD","EBIRD"
"4179","2-8","European Starling","EUST","EBIRD"
"4180","2-8","Great Horned Owl","GHOW","EBIRD"
"4181","2-8","House Finch","HOFI","EBIRD"
"4182","2-8","House Wren","HOWR","EBIRD"
"4183","2-8","Long-eared Owl","LEOW","EBIRD"
"4184","2-8","Mallard","MALL","EBIRD"
"4185","2-8","Marsh Wren","MAWR","EBIRD"
"4186","2-8","Mourning Dove","MODO","EBIRD"
"4187","2-8","Northern Flicker","NOFL","EBIRD"
"4188","2-8","Orange-crowned Warbler","OCWA","EBIRD"
"4189","2-8","Pacific-slope Flycatcher","PSFL","EBIRD"
"4190","2-8","Pelagic Cormorant","PECO","EBIRD"
"4191","2-8","Peregrine Falcon","PEFA","EBIRD"
"4192","2-8","Pied-billed Grebe","PBGR","EBIRD"
"4193","2-8","Purple Finch","PUFI","EBIRD"
"4194","2-8","Red-shouldered Hawk","RSHA","EBIRD"
"4195","2-8","Red-tailed Hawk","RTHA","EBIRD"
"4196","2-8","Ruddy Duck","RUDU","EBIRD"
"4197","2-8","Song Sparrow","SOSP","EBIRD"
"4198","2-8","Spotted Towhee","SPTO","EBIRD"
"4199","2-8","Swainson's Thrush","SWTH","EBIRD"
"4200","2-8","Virginia Rail","VIRA","EBIRD"
"4201","2-8","Western Bluebird","WEBL","EBIRD"
"4202","2-8","White-crowned Sparrow","WCSP","EBIRD"
"4203","2-8","Wild Turkey","WITU","EBIRD"
"4204","2-8","Wilson's Warbler","WIWA","EBIRD"
"4205","2-8","Wrentit","WREN","EBIRD"
"4206","3-10","Allen's Hummingbird","ALHU","EBIRD"
"4207","3-10","American Goldfinch","AMGO","EBIRD"
"4208","3-10","American Kestrel","AMKE","EBIRD"
"4209","3-10","American Robin","AMRO","EBIRD"
"4210","3-10","Anna's Hummingbird","ANHU","EBIRD"
"4211","3-10","Barn Swallow","BARS","EBIRD"
"4212","3-10","Bewick's Wren","BEWR","EBIRD"
"4213","3-10","Black Phoebe","BLPH","EBIRD"
"4214","3-10","Brown-headed Cowbird","BHCO","EBIRD"
"4215","3-10","Bushtit","BUSH","EBIRD"
"4216","3-10","California Quail","CAQU","EBIRD"
"4217","3-10","California Scrub-Jay","CASJ","EBIRD"
"4218","3-10","Cliff Swallow","CLSW","EBIRD"
"4219","3-10","Common Raven","CORA","EBIRD"
"4220","3-10","Common Yellowthroat","COYE","EBIRD"
"4221","3-10","Eurasian Collared-Dove","EUCD","EBIRD"
"4222","3-10","European Starling","EUST","EBIRD"
"4223","3-10","Gadwall","GADW","EBIRD"
"4224","3-10","Great Horned Owl","GHOW","EBIRD"
"4225","3-10","Hutton's Vireo","HUVI","EBIRD"
"4226","3-10","MacGillivray's Warbler","MGWA","EBIRD"
"4227","3-10","Mallard","MALL","EBIRD"
"4228","3-10","Marsh Wren","MAWR","EBIRD"
"4229","3-10","Northern Harrier","NOHA","EBIRD"
"4230","3-10","Northern Rough-winged Swallow","NRWS","EBIRD"
"4231","3-10","Osprey","OSPR","EBIRD"
"4232","3-10","Pied-billed Grebe","PBGR","EBIRD"
"4233","3-10","Pigeon Guillemot","PIGU","EBIRD"
"4234","3-10","Purple Finch","PUFI","EBIRD"
"4235","3-10","Red-tailed Hawk","RTHA","EBIRD"
"4236","3-10","Red-winged Blackbird","RWBL","EBIRD"
"4237","3-10","Ruddy Duck","RUDU","EBIRD"
"4238","3-10","Savannah Sparrow","SAVS","EBIRD"
"4239","3-10","Song Sparrow","SOSP","EBIRD"
"4240","3-10","Swainson's Thrush","SWTH","EBIRD"
"4241","3-10","Tree Swallow","TRES","EBIRD"
"4242","3-10","Western Bluebird","WEBL","EBIRD"
"4243","3-10","White-crowned Sparrow","WCSP","EBIRD"
"4244","3-10","Wilson's Warbler","WIWA","EBIRD"
"4245","3-10","Wrentit","WREN","EBIRD"
"4246","3-10","Yellow Warbler","YEWA","EBIRD"
"4247","3-11","Allen's Hummingbird","ALHU","EBIRD"
"4248","3-11","American Goldfinch","AMGO","EBIRD"
"4249","3-11","American Robin","AMRO","EBIRD"
"4250","3-11","Anna's Hummingbird","ANHU","EBIRD"
"4251","3-11","Barn Swallow","BARS","EBIRD"
"4252","3-11","Bewick's Wren","BEWR","EBIRD"
"4253","3-11","Black Oystercatcher","BLOY","EBIRD"
"4254","3-11","Black Phoebe","BLPH","EBIRD"
"4255","3-11","Brandt's Cormorant","BRAC","EBIRD"
"4256","3-11","Brewer's Blackbird","BRBL","EBIRD"
"4257","3-11","Brown-headed Cowbird","BHCO","EBIRD"
"4258","3-11","Bushtit","BUSH","EBIRD"
"4259","3-11","California Gull","CAGU","EBIRD"
"4260","3-11","California Quail","CAQU","EBIRD"
"4261","3-11","California Scrub-Jay","CASJ","EBIRD"
"4262","3-11","Canada Goose","CANG","EBIRD"
"4263","3-11","Cliff Swallow","CLSW","EBIRD"
"4264","3-11","Common Murre","COMU","EBIRD"
"4265","3-11","Common Raven","CORA","EBIRD"
"4266","3-11","Common Yellowthroat","COYE","EBIRD"
"4267","3-11","Eurasian Collared-Dove","EUCD","EBIRD"
"4268","3-11","European Starling","EUST","EBIRD"
"4269","3-11","Gadwall","GADW","EBIRD"
"4270","3-11","Great Horned Owl","GHOW","EBIRD"
"4271","3-11","House Finch","HOFI","EBIRD"
"4272","3-11","House Sparrow","HOSP","EBIRD"
"4273","3-11","Hutton's Vireo","HUVI","EBIRD"
"4274","3-11","Killdeer","KILL","EBIRD"
"4275","3-11","Lawrence's Goldfinch","LAGO","EBIRD"
"4276","3-11","Lesser Goldfinch","LEGO","EBIRD"
"4277","3-11","MacGillivray's Warbler","MGWA","EBIRD"
"4278","3-11","Mallard","MALL","EBIRD"
"4279","3-11","Marsh Wren","MAWR","EBIRD"
"4280","3-11","Northern Harrier","NOHA","EBIRD"
"4281","3-11","Northern Rough-winged Swallow","NRWS","EBIRD"
"4282","3-11","Osprey","OSPR","EBIRD"
"4283","3-11","Pelagic Cormorant","PECO","EBIRD"
"4284","3-11","Peregrine Falcon","PEFA","EBIRD"
"4285","3-11","Pied-billed Grebe","PBGR","EBIRD"
"4286","3-11","Pigeon Guillemot","PIGU","EBIRD"
"4287","3-11","Pine Siskin","PISI","EBIRD"
"4288","3-11","Purple Finch","PUFI","EBIRD"
"4289","3-11","Red-tailed Hawk","RTHA","EBIRD"
"4290","3-11","Red-winged Blackbird","RWBL","EBIRD"
"4291","3-11","Rock Wren","ROWR","EBIRD"
"4292","3-11","Savannah Sparrow","SAVS","EBIRD"
"4293","3-11","Song Sparrow","SOSP","EBIRD"
"4294","3-11","Swainson's Thrush","SWTH","EBIRD"
"4295","3-11","Tree Swallow","TRES","EBIRD"
"4296","3-11","Western Bluebird","WEBL","EBIRD"
"4297","3-11","Western Gull","WEGU","EBIRD"
"4298","3-11","Western Meadowlark","WEME","EBIRD"
"4299","3-11","White-crowned Sparrow","WCSP","EBIRD"
"4300","3-11","Wilson's Warbler","WIWA","EBIRD"
"4301","3-11","Wrentit","WREN","EBIRD"
"4302","3-11","Yellow Warbler","YEWA","EBIRD"
"4303","3-13","Allen's Hummingbird","ALHU","EBIRD"
"4304","3-13","American Goldfinch","AMGO","EBIRD"
"4305","3-13","Barn Swallow","BARS","EBIRD"
"4306","3-13","Bewick's Wren","BEWR","EBIRD"
"4307","3-13","Black-headed Grosbeak","BHGR","EBIRD"
"4308","3-13","Bushtit","BUSH","EBIRD"
"4309","3-13","California Quail","CAQU","EBIRD"
"4310","3-13","Chestnut-backed Chickadee","CBCH","EBIRD"
"4311","3-13","Cinnamon Teal","CITE","EBIRD"
"4312","3-13","Common Raven","CORA","EBIRD"
"4313","3-13","Dark-eyed Junco","DEJU","EBIRD"
"4314","3-13","European Starling","EUST","EBIRD"
"4315","3-13","Great Horned Owl","GHOW","EBIRD_BCN"
"4316","3-13","Hairy Woodpecker","HAWO","EBIRD"
"4317","3-13","MacGillivray's Warbler","MGWA","EBIRD"
"4318","3-13","Mallard","MALL","EBIRD"
"4319","3-13","Northern Flicker","NOFL","EBIRD"
"4320","3-13","Northern Harrier","NOHA","EBIRD"
"4321","3-13","Northern Rough-winged Swallow","NRWS","EBIRD"
"4322","3-13","Olive-sided Flycatcher","OSFL","EBIRD"
"4323","3-13","Orange-crowned Warbler","OCWA","EBIRD"
"4324","3-13","Osprey","OSPR","EBIRD"
"4325","3-13","Pacific-slope Flycatcher","PSFL","EBIRD_BCN"
"4326","3-13","Peregrine Falcon","PEFA","EBIRD"
"4327","3-13","Purple Finch","PUFI","EBIRD"
"4328","3-13","Pygmy Nuthatch","PYNU","EBIRD"
"4329","3-13","Red-tailed Hawk","RTHA","EBIRD"
"4330","3-13","Savannah Sparrow","SAVS","EBIRD"
"4331","3-13","Song Sparrow","SOSP","EBIRD"
"4332","3-13","Spotted Towhee","SPTO","EBIRD"
"4333","3-13","Steller's Jay","STJA","EBIRD"
"4334","3-13","Swainson's Thrush","SWTH","EBIRD"
"4335","3-13","Western Bluebird","WEBL","EBIRD"
"4336","3-13","White-crowned Sparrow","WCSP","EBIRD"
"4337","3-13","White-tailed Kite","WTKI","EBIRD"
"4338","3-13","Wilson's Warbler","WIWA","EBIRD"
"4339","3-14","Acorn Woodpecker","ACWO","EBIRD"
"4340","3-14","Allen's Hummingbird","ALHU","EBIRD"
"4341","3-14","American Crow","AMCR","EBIRD"
"4342","3-14","American Goldfinch","AMGO","EBIRD"
"4343","3-14","American Robin","AMRO","EBIRD"
"4344","3-14","Anna's Hummingbird","ANHU","EBIRD"
"4345","3-14","Band-tailed Pigeon","BTPI","EBIRD"
"4346","3-14","Barn Swallow","BARS","EBIRD"
"4347","3-14","Bewick's Wren","BEWR","EBIRD"
"4348","3-14","Black-headed Grosbeak","BHGR","EBIRD"
"4349","3-14","Bushtit","BUSH","EBIRD"
"4350","3-14","California Quail","CAQU","EBIRD"
"4351","3-14","California Scrub-Jay","CASJ","EBIRD"
"4352","3-14","California Towhee","CALT","EBIRD"
"4353","3-14","Chestnut-backed Chickadee","CBCH","EBIRD"
"4354","3-14","Cliff Swallow","CLSW","EBIRD"
"4355","3-14","Common Raven","CORA","EBIRD_BCN"
"4356","3-14","Common Yellowthroat","COYE","EBIRD"
"4357","3-14","Dark-eyed Junco","DEJU","EBIRD"
"4358","3-14","Downy Woodpecker","DOWO","EBIRD"
"4359","3-14","Eurasian Collared-Dove","EUCD","EBIRD"
"4360","3-14","European Starling","EUST","EBIRD"
"4361","3-14","Great Horned Owl","GHOW","EBIRD_BCN"
"4362","3-14","Hairy Woodpecker","HAWO","EBIRD"
"4363","3-14","Hutton's Vireo","HUVI","EBIRD"
"4364","3-14","Lesser Goldfinch","LEGO","EBIRD"
"4365","3-14","MacGillivray's Warbler","MGWA","EBIRD"
"4366","3-14","Mallard","MALL","EBIRD"
"4367","3-14","Mourning Dove","MODO","EBIRD"
"4368","3-14","Northern Flicker","NOFL","EBIRD"
"4369","3-14","Olive-sided Flycatcher","OSFL","EBIRD"
"4370","3-14","Orange-crowned Warbler","OCWA","EBIRD"
"4371","3-14","Osprey","OSPR","EBIRD"
"4372","3-14","Pacific-slope Flycatcher","PSFL","EBIRD_BCN"
"4373","3-14","Pine Siskin","PISI","EBIRD"
"4374","3-14","Purple Finch","PUFI","EBIRD"
"4375","3-14","Pygmy Nuthatch","PYNU","EBIRD"
"4376","3-14","Red-shouldered Hawk","RSHA","EBIRD"
"4377","3-14","Red-tailed Hawk","RTHA","EBIRD"
"4378","3-14","Song Sparrow","SOSP","EBIRD"
"4379","3-14","Spotted Towhee","SPTO","EBIRD"
"4380","3-14","Steller's Jay","STJA","EBIRD"
"4381","3-14","Swainson's Thrush","SWTH","EBIRD"
"4382","3-14","Tree Swallow","TRES","EBIRD"
"4383","3-14","Violet-green Swallow","VGSW","EBIRD"
"4384","3-14","Warbling Vireo","WAVI","EBIRD"
"4385","3-14","Western Bluebird","WEBL","EBIRD"
"4386","3-14","Western Tanager","WETA","EBIRD"
"4387","3-14","White-tailed Kite","WTKI","EBIRD"
"4388","3-14","Wilson's Warbler","WIWA","EBIRD"
"4389","3-14","Wrentit","WREN","EBIRD"
"4390","3-15","Allen's Hummingbird","ALHU","EBIRD"
"4391","3-15","American Crow","AMCR","EBIRD"
"4392","3-15","American Goldfinch","AMGO","EBIRD"
"4393","3-15","American Robin","AMRO","EBIRD"
"4394","3-15","Anna's Hummingbird","ANHU","EBIRD"
"4395","3-15","Barn Swallow","BARS","EBIRD"
"4396","3-15","Bewick's Wren","BEWR","EBIRD"
"4397","3-15","Black-headed Grosbeak","BHGR","EBIRD"
"4398","3-15","Bobolink","BOBO","EBIRD"
