"","name","common_name","SPEC","project_code"
"3443","14-18","Yellow Warbler","YEWA","EBIRD"
"3444","14-2","Allen's Hummingbird","ALHU","EBIRD"
"3445","14-2","American Crow","AMCR","EBIRD"
"3446","14-2","American Goldfinch","AMGO","EBIRD"
"3447","14-2","American Robin","AMRO","EBIRD"
"3448","14-2","Anna's Hummingbird","ANHU","EBIRD"
"3449","14-2","Barn Owl","BANO","EBIRD"
"3450","14-2","Barn Swallow","BARS","EBIRD"
"3451","14-2","Bewick's Wren","BEWR","EBIRD"
"3452","14-2","Black-headed Grosbeak","BHGR","EBIRD"
"3453","14-2","Black Phoebe","BLPH","EBIRD"
"3454","14-2","Brewer's Blackbird","BRBL","EBIRD"
"3455","14-2","Brown-headed Cowbird","BHCO","EBIRD"
"3456","14-2","Bushtit","BUSH","EBIRD"
"3457","14-2","California Quail","CAQU","EBIRD"
"3458","14-2","California Scrub-Jay","CASJ","EBIRD"
"3459","14-2","California Towhee","CALT","EBIRD"
"3460","14-2","Common Raven","CORA","EBIRD"
"3461","14-2","Dark-eyed Junco","DEJU","EBIRD"
"3462","14-2","Downy Woodpecker","DOWO","EBIRD"
"3463","14-2","European Starling","EUST","EBIRD"
"3464","14-2","Great Horned Owl","GHOW","EBIRD"
"3465","14-2","House Finch","HOFI","EBIRD"
"3466","14-2","Hutton's Vireo","HUVI","EBIRD"
"3467","14-2","Lesser Goldfinch","LEGO","EBIRD"
"3468","14-2","Mallard","MALL","EBIRD"
"3469","14-2","Northern Flicker","NOFL","EBIRD"
"3470","14-2","Orange-crowned Warbler","OCWA","EBIRD"
"3471","14-2","Pacific-slope Flycatcher","PSFL","EBIRD"
"3472","14-2","Purple Finch","PUFI","EBIRD"
"3473","14-2","Pygmy Nuthatch","PYNU","EBIRD"
"3474","14-2","Red-shouldered Hawk","RSHA","EBIRD"
"3475","14-2","Red-tailed Hawk","RTHA","EBIRD"
"3476","14-2","Red-winged Blackbird","RWBL","EBIRD"
"3477","14-2","Song Sparrow","SOSP","EBIRD"
"3478","14-2","Steller's Jay","STJA","EBIRD"
"3479","14-2","Swainson's Thrush","SWTH","EBIRD"
"3480","14-2","Tree Swallow","TRES","EBIRD"
"3481","14-2","Violet-green Swallow","VGSW","EBIRD"
"3482","14-2","Warbling Vireo","WAVI","EBIRD"
"3483","14-2","Western Bluebird","WEBL","EBIRD"
"3484","14-2","Western Gull","WEGU","EBIRD"
"3485","14-2","White-crowned Sparrow","WCSP","EBIRD"
"3486","14-2","Wild Turkey","WITU","EBIRD"
"3487","14-2","Wilson's Warbler","WIWA","EBIRD"
"3488","14-2","Wrentit","WREN","EBIRD"
"3489","15-11","American Crow","AMCR","EBIRD"
"3490","15-11","American Robin","AMRO","EBIRD"
"3491","15-11","Ash-throated Flycatcher","ATFL","EBIRD"
"3492","15-11","Black Oystercatcher","BLOY","EBIRD"
"3493","15-11","Black Phoebe","BLPH","EBIRD"
"3494","15-11","Blue-gray Gnatcatcher","BGGN","EBIRD"
"3495","15-11","California Quail","CAQU","EBIRD"
"3496","15-11","California Scrub-Jay","CASJ","EBIRD"
"3497","15-11","Chestnut-backed Chickadee","CBCH","EBIRD"
"3498","15-11","Cooper's Hawk","COHA","EBIRD"
"3499","15-11","Dark-eyed Junco","DEJU","EBIRD"
"3500","15-11","Downy Woodpecker","DOWO","EBIRD"
"3501","15-11","Great Blue Heron","GBHE","EBIRD"
"3502","15-11","Hutton's Vireo","HUVI","EBIRD"
"3503","15-11","Mallard","MALL","EBIRD"
"3504","15-11","Northern Flicker","NOFL","EBIRD"
"3505","15-11","Nuttall's Woodpecker","NUWO","EBIRD"
"3506","15-11","Oak Titmouse","OATI","EBIRD"
"3507","15-11","Osprey","OSPR","EBIRD"
"3508","15-11","Pacific-slope Flycatcher","PSFL","EBIRD"
"3509","15-11","Red-shouldered Hawk","RSHA","EBIRD"
"3510","15-11","Red-tailed Hawk","RTHA","EBIRD"
"3511","15-11","Snowy Egret","SNEG","EBIRD"
"3512","15-11","Song Sparrow","SOSP","EBIRD"
"3513","15-11","Spotted Towhee","SPTO","EBIRD"
"3514","15-11","Tree Swallow","TRES","EBIRD"
"3515","15-11","Western Bluebird","WEBL","EBIRD"
"3516","15-11","Wild Turkey","WITU","EBIRD"
"3517","15-11","Wrentit","WREN","EBIRD"
"3518","16-1","American Crow","AMCR","EBIRD"
"3519","16-1","American Robin","AMRO","EBIRD"
"3520","16-1","Anna's Hummingbird","ANHU","EBIRD"
"3521","16-1","Ash-throated Flycatcher","ATFL","EBIRD"
"3522","16-1","Black Oystercatcher","BLOY","EBIRD"
"3523","16-1","Black Phoebe","BLPH","EBIRD"
"3524","16-1","Blue-gray Gnatcatcher","BGGN","EBIRD"
"3525","16-1","Brown-headed Cowbird","BHCO","EBIRD"
"3526","16-1","Bushtit","BUSH","EBIRD"
"3527","16-1","California Quail","CAQU","EBIRD"
"3528","16-1","California Scrub-Jay","CASJ","EBIRD"
"3529","16-1","Canada Goose","CANG","EBIRD"
"3530","16-1","Chestnut-backed Chickadee","CBCH","EBIRD"
"3531","16-1","Common Raven","CORA","EBIRD"
"3532","16-1","Cooper's Hawk","COHA","EBIRD"
"3533","16-1","Dark-eyed Junco","DEJU","EBIRD"
"3534","16-1","Downy Woodpecker","DOWO","EBIRD"
"3535","16-1","Gadwall","GADW","EBIRD"
"3536","16-1","Great Horned Owl","GHOW","EBIRD"
"3537","16-1","Hooded Oriole","HOOR","EBIRD"
"3538","16-1","House Finch","HOFI","EBIRD"
"3539","16-1","Hutton's Vireo","HUVI","EBIRD"
"3540","16-1","Killdeer","KILL","EBIRD"
"3541","16-1","Mallard","MALL","EBIRD"
"3542","16-1","Northern Flicker","NOFL","EBIRD"
"3543","16-1","Northern Mockingbird","NOMO","EBIRD"
"3544","16-1","Nuttall's Woodpecker","NUWO","EBIRD"
"3545","16-1","Oak Titmouse","OATI","EBIRD"
"3546","16-1","Osprey","OSPR","EBIRD"
"3547","16-1","Pacific-slope Flycatcher","PSFL","EBIRD"
"3548","16-1","Pygmy Nuthatch","PYNU","EBIRD"
"3549","16-1","Red-shouldered Hawk","RSHA","EBIRD"
"3550","16-1","Red-tailed Hawk","RTHA","EBIRD"
"3551","16-1","Red-winged Blackbird","RWBL","EBIRD"
"3552","16-1","Rock Pigeon","ROPI","EBIRD"
"3553","16-1","Snowy Egret","SNEG","EBIRD"
"3554","16-1","Song Sparrow","SOSP","EBIRD"
"3555","16-1","Spotted Towhee","SPTO","EBIRD"
"3556","16-1","Tree Swallow","TRES","EBIRD"
"3557","16-1","Violet-green Swallow","VGSW","EBIRD"
"3558","16-1","Western Bluebird","WEBL","EBIRD"
"3559","16-1","Western Gull","WEGU","EBIRD"
"3560","16-1","White-tailed Kite","WTKI","EBIRD"
"3561","16-1","Wild Turkey","WITU","EBIRD"
"3562","16-1","Wrentit","WREN","EBIRD"
"3563","16-2","American Avocet","AMAV","EBIRD"
"3564","16-2","American Crow","AMCR","EBIRD"
"3565","16-2","American Goldfinch","AMGO","EBIRD"
"3566","16-2","American Kestrel","AMKE","EBIRD"
"3567","16-2","American Robin","AMRO","EBIRD"
"3568","16-2","American Wigeon","AMWI","EBIRD"
"3569","16-2","Anna's Hummingbird","ANHU","EBIRD"
"3570","16-2","Barn Swallow","BARS","EBIRD"
"3571","16-2","Bewick's Wren","BEWR","EBIRD"
"3572","16-2","Black-necked Stilt","BNST","EBIRD"
"3573","16-2","Black Oystercatcher","BLOY","EBIRD"
"3574","16-2","Black Phoebe","BLPH","EBIRD"
"3575","16-2","Blue-winged Teal","BWTE","EBIRD"
"3576","16-2","Brewer's Blackbird","BRBL","EBIRD"
"3577","16-2","Brown-headed Cowbird","BHCO","EBIRD"
"3578","16-2","Bushtit","BUSH","EBIRD"
"3579","16-2","California Quail","CAQU","EBIRD"
"3580","16-2","California Scrub-Jay","CASJ","EBIRD"
"3581","16-2","California Towhee","CALT","EBIRD"
"3582","16-2","Canada Goose","CANG","EBIRD"
"3583","16-2","Canvasback","CANV","EBIRD"
"3584","16-2","Chestnut-backed Chickadee","CBCH","EBIRD"
"3585","16-2","Cliff Swallow","CLSW","EBIRD"
"3586","16-2","Common Raven","CORA","EBIRD"
"3587","16-2","Cooper's Hawk","COHA","EBIRD"
"3588","16-2","Dark-eyed Junco","DEJU","EBIRD"
"3589","16-2","European Starling","EUST","EBIRD"
"3590","16-2","Gadwall","GADW","EBIRD"
"3591","16-2","Grasshopper Sparrow","GRSP","EBIRD"
"3592","16-2","Great Blue Heron","GBHE","EBIRD"
"3593","16-2","Green-winged Teal","GWTE","EBIRD"
"3594","16-2","Hooded Oriole","HOOR","EBIRD"
"3595","16-2","House Finch","HOFI","EBIRD"
"3596","16-2","House Sparrow","HOSP","EBIRD"
"3597","16-2","Killdeer","KILL","EBIRD"
"3598","16-2","Lesser Goldfinch","LEGO","EBIRD"
"3599","16-2","Mallard","MALL","EBIRD"
"3600","16-2","Mourning Dove","MODO","EBIRD"
"3601","16-2","Northern Harrier","NOHA","EBIRD"
"3602","16-2","Northern Mockingbird","NOMO","EBIRD"
"3603","16-2","Northern Rough-winged Swallow","NRWS","EBIRD"
"3604","16-2","Nuttall's Woodpecker","NUWO","EBIRD"
"3605","16-2","Oak Titmouse","OATI","EBIRD"
"3606","16-2","Osprey","OSPR","EBIRD"
"3607","16-2","Pacific-slope Flycatcher","PSFL","EBIRD"
"3608","16-2","Purple Finch","PUFI","EBIRD"
"3609","16-2","Pygmy Nuthatch","PYNU","EBIRD"
"3610","16-2","Red-shouldered Hawk","RSHA","EBIRD"
"3611","16-2","Red-tailed Hawk","RTHA","EBIRD"
"3612","16-2","Red-winged Blackbird","RWBL","EBIRD"
"3613","16-2","Ridgway's Rail","RIRA","EBIRD"
"3614","16-2","Rufous-crowned Sparrow","RCSP","EBIRD"
"3615","16-2","Song Sparrow","SOSP","EBIRD"
"3616","16-2","Spotted Towhee","SPTO","EBIRD"
"3617","16-2","Tree Swallow","TRES","EBIRD"
"3618","16-2","Western Bluebird","WEBL","EBIRD"
"3619","16-2","Western Gull","WEGU","EBIRD"
"3620","16-2","White-tailed Kite","WTKI","EBIRD"
"3621","16-3","American Crow","AMCR","EBIRD"
"3622","16-3","American Robin","AMRO","EBIRD"
"3623","16-3","Anna's Hummingbird","ANHU","EBIRD"
"3624","16-3","Barn Swallow","BARS","EBIRD"
"3625","16-3","Bewick's Wren","BEWR","EBIRD"
"3626","16-3","Black-necked Stilt","BNST","EBIRD"
"3627","16-3","Black Oystercatcher","BLOY","EBIRD"
"3628","16-3","Black Phoebe","BLPH","EBIRD"
"3629","16-3","Brewer's Blackbird","BRBL","EBIRD"
"3630","16-3","Brown-headed Cowbird","BHCO","EBIRD"
"3631","16-3","Bushtit","BUSH","EBIRD"
"3632","16-3","California Quail","CAQU","EBIRD"
"3633","16-3","California Scrub-Jay","CASJ","EBIRD"
"3634","16-3","California Towhee","CALT","EBIRD"
"3635","16-3","Canada Goose","CANG","EBIRD"
"3636","16-3","Chestnut-backed Chickadee","CBCH","EBIRD"
"3637","16-3","Cliff Swallow","CLSW","EBIRD"
"3638","16-3","Common Raven","CORA","EBIRD_PNW"
"3639","16-3","Dark-eyed Junco","DEJU","EBIRD"
"3640","16-3","European Starling","EUST","EBIRD"
"3641","16-3","Great Blue Heron","GBHE","EBIRD"
"3642","16-3","Hooded Oriole","HOOR","EBIRD"
"3643","16-3","House Finch","HOFI","EBIRD"
"3644","16-3","House Sparrow","HOSP","EBIRD"
"3645","16-3","Killdeer","KILL","EBIRD"
"3646","16-3","Lesser Goldfinch","LEGO","EBIRD"
"3647","16-3","Mallard","MALL","EBIRD"
"3648","16-3","Mourning Dove","MODO","EBIRD"
"3649","16-3","Northern Mockingbird","NOMO","EBIRD"
"3650","16-3","Northern Rough-winged Swallow","NRWS","EBIRD"
"3651","16-3","Nuttall's Woodpecker","NUWO","EBIRD"
"3652","16-3","Oak Titmouse","OATI","EBIRD"
"3653","16-3","Osprey","OSPR","EBIRD"
"3654","16-3","Pacific-slope Flycatcher","PSFL","EBIRD"
"3655","16-3","Pelagic Cormorant","PECO","EBIRD"
"3656","16-3","Pied-billed Grebe","PBGR","EBIRD"
"3657","16-3","Purple Finch","PUFI","EBIRD"
"3658","16-3","Pygmy Nuthatch","PYNU","EBIRD"
"3659","16-3","Red-shouldered Hawk","RSHA","EBIRD"
"3660","16-3","Red-tailed Hawk","RTHA","EBIRD"
"3661","16-3","Song Sparrow","SOSP","EBIRD"
"3662","16-3","Spotted Towhee","SPTO","EBIRD"
"3663","16-3","Tree Swallow","TRES","EBIRD"
"3664","16-3","Violet-green Swallow","VGSW","EBIRD"
"3665","16-3","Western Bluebird","WEBL","EBIRD"
"3666","16-3","Western Gull","WEGU","EBIRD"
"3667","16-3","White-tailed Kite","WTKI","EBIRD"
"3668","17-1","American Crow","AMCR","EBIRD"
"3669","17-1","American Robin","AMRO","EBIRD"
"3670","17-1","Anna's Hummingbird","ANHU","EBIRD"
"3671","17-1","California Scrub-Jay","CASJ","EBIRD"
"3672","17-1","Canada Goose","CANG","EBIRD"
"3673","17-1","Dark-eyed Junco","DEJU","EBIRD"
"3674","17-1","European Starling","EUST","EBIRD"
"3675","17-1","House Sparrow","HOSP","EBIRD"
"3676","17-1","Killdeer","KILL","EBIRD"
"3677","17-1","Northern Mockingbird","NOMO","EBIRD"
"3678","17-1","Spotted Towhee","SPTO","EBIRD"
"3679","17-1","Western Gull","WEGU","EBIRD"
"3680","17-13","California Scrub-Jay","CASJ","EBIRD"
"3681","17-13","Canada Goose","CANG","EBIRD"
"3682","17-13","European Starling","EUST","EBIRD"
"3683","17-13","Hairy Woodpecker","HAWO","EBIRD"
"3684","17-13","Lesser Goldfinch","LEGO","EBIRD"
"3685","17-13","Northern Rough-winged Swallow","NRWS","EBIRD"
"3686","17-13","Pacific-slope Flycatcher","PSFL","EBIRD"
"3687","17-13","Pelagic Cormorant","PECO","EBIRD"
"3688","17-13","Red-tailed Hawk","RTHA","EBIRD"
"3689","17-13","Western Bluebird","WEBL","EBIRD"
"3690","17-13","Western Gull","WEGU","EBIRD"
"3691","17-3","American Crow","AMCR","EBIRD"
"3692","17-3","American Robin","AMRO","EBIRD"
"3693","17-3","Anna's Hummingbird","ANHU","EBIRD"
"3694","17-3","Barn Swallow","BARS","EBIRD"
"3695","17-3","Bewick's Wren","BEWR","EBIRD"
"3696","17-3","Black Phoebe","BLPH","EBIRD"
"3697","17-3","Brewer's Blackbird","BRBL","EBIRD"
"3698","17-3","California Quail","CAQU","EBIRD"
"3699","17-3","California Scrub-Jay","CASJ","EBIRD"
"3700","17-3","California Towhee","CALT","EBIRD"
"3701","17-3","Cliff Swallow","CLSW","EBIRD"
"3702","17-3","Common Raven","CORA","EBIRD"
"3703","17-3","Common Yellowthroat","COYE","EBIRD"
"3704","17-3","Dark-eyed Junco","DEJU","EBIRD"
"3705","17-3","European Starling","EUST","EBIRD"
"3706","17-3","House Finch","HOFI","EBIRD"
"3707","17-3","House Sparrow","HOSP","EBIRD"
"3708","17-3","Lazuli Bunting","LAZB","EBIRD"
"3709","17-3","Northern Flicker","NOFL","EBIRD"
"3710","17-3","Peregrine Falcon","PEFA","EBIRD"
"3711","17-3","Pygmy Nuthatch","PYNU","EBIRD"
"3712","17-3","Song Sparrow","SOSP","EBIRD"
"3713","17-3","Spotted Towhee","SPTO","EBIRD"
"3714","17-3","Swainson's Thrush","SWTH","EBIRD"
"3715","17-3","Western Bluebird","WEBL","EBIRD"
"3716","17-3","Western Gull","WEGU","EBIRD"
"3717","17-3","White-crowned Sparrow","WCSP","EBIRD"
"3718","17-3","White-throated Swift","WTSW","EBIRD"
"3719","17-3","Wrentit","WREN","EBIRD"
"3720","2-1","American Goldfinch","AMGO","EBIRD"
"3721","2-1","Barn Swallow","BARS","EBIRD"
"3722","2-1","Bewick's Wren","BEWR","EBIRD"
"3723","2-1","Brandt's Cormorant","BRAC","EBIRD"
"3724","2-1","Brown-headed Cowbird","BHCO","EBIRD"
"3725","2-1","Bushtit","BUSH","EBIRD"
"3726","2-1","California Quail","CAQU","EBIRD"
"3727","2-1","California Scrub-Jay","CASJ","EBIRD"
"3728","2-1","Canada Goose","CANG","EBIRD"
"3729","2-1","Common Murre","COMU","EBIRD"
"3730","2-1","Common Raven","CORA","EBIRD"
"3731","2-1","Common Yellowthroat","COYE","EBIRD"
"3732","2-1","Double-crested Cormorant","DCCO","EBIRD"
"3733","2-1","European Starling","EUST","EBIRD"
"3734","2-1","Grasshopper Sparrow","GRSP","EBIRD"
"3735","2-1","Great Horned Owl","GHOW","EBIRD"
"3736","2-1","Lark Sparrow","LASP","EBIRD"
"3737","2-1","Mallard","MALL","EBIRD"
"3738","2-1","Northern Harrier","NOHA","EBIRD"
"3739","2-1","Pigeon Guillemot","PIGU","EBIRD"
"3740","2-1","Purple Finch","PUFI","EBIRD"
"3741","2-1","Red-tailed Hawk","RTHA","EBIRD"
"3742","2-1","Savannah Sparrow","SAVS","EBIRD"
"3743","2-1","Song Sparrow","SOSP","EBIRD"
"3744","2-1","Spotted Towhee","SPTO","EBIRD"
"3745","2-1","Western Gull","WEGU","EBIRD"
"3746","2-1","White-crowned Sparrow","WCSP","EBIRD"
"3747","2-1","Wild Turkey","WITU","EBIRD"
"3748","2-1","Wilson's Warbler","WIWA","EBIRD"
"3749","2-10","Allen's Hummingbird","ALHU","EBIRD"
"3750","2-10","American Crow","AMCR","EBIRD"
"3751","2-10","American Goldfinch","AMGO","EBIRD"
"3752","2-10","American Robin","AMRO","EBIRD"
"3753","2-10","Anna's Hummingbird","ANHU","EBIRD"
"3754","2-10","Ash-throated Flycatcher","ATFL","EBIRD"
"3755","2-10","Bald Eagle","BAEA","EBIRD"
"3756","2-10","Barn Owl","BANO","EBIRD"
"3757","2-10","Barn Swallow","BARS","EBIRD"
"3758","2-10","Belted Kingfisher","BEKI","EBIRD"
"3759","2-10","Bewick's Wren","BEWR","EBIRD"
"3760","2-10","Black-headed Grosbeak","BHGR","EBIRD"
"3761","2-10","Black Phoebe","BLPH","EBIRD"
"3762","2-10","Blue-gray Gnatcatcher","BGGN","EBIRD"
"3763","2-10","Brewer's Blackbird","BRBL","EBIRD"
"3764","2-10","Bushtit","BUSH","EBIRD"
"3765","2-10","California Quail","CAQU","EBIRD"
"3766","2-10","California Scrub-Jay","CASJ","EBIRD"
"3767","2-10","California Towhee","CALT","EBIRD"
"3768","2-10","Canada Goose","CANG","EBIRD"
"3769","2-10","Chestnut-backed Chickadee","CBCH","EBIRD"
"3770","2-10","Cliff Swallow","CLSW","EBIRD"
"3771","2-10","Common Raven","CORA","EBIRD"
"3772","2-10","Common Yellowthroat","COYE","EBIRD"
"3773","2-10","Dark-eyed Junco","DEJU","EBIRD"
"3774","2-10","Double-crested Cormorant","DCCO","EBIRD"
"3775","2-10","Eurasian Collared-Dove","EUCD","EBIRD"
"3776","2-10","European Starling","EUST","EBIRD"
"3777","2-10","Gadwall","GADW","EBIRD"
"3778","2-10","Great Blue Heron","GBHE","EBIRD"
"3779","2-10","Great Horned Owl","GHOW","EBIRD"
"3780","2-10","Hairy Woodpecker","HAWO","EBIRD"
"3781","2-10","House Finch","HOFI","EBIRD"
"3782","2-10","House Wren","HOWR","EBIRD"
"3783","2-10","Hutton's Vireo","HUVI","EBIRD"
"3784","2-10","Lazuli Bunting","LAZB","EBIRD"
"3785","2-10","Long-eared Owl","LEOW","EBIRD"
"3786","2-10","Mallard","MALL","EBIRD"
"3787","2-10","Marsh Wren","MAWR","EBIRD"
"3788","2-10","Mourning Dove","MODO","EBIRD"
"3789","2-10","Northern Harrier","NOHA","EBIRD"
"3790","2-10","Orange-crowned Warbler","OCWA","EBIRD"
"3791","2-10","Osprey","OSPR","EBIRD"
"3792","2-10","Pacific-slope Flycatcher","PSFL","EBIRD"
"3793","2-10","Peregrine Falcon","PEFA","EBIRD"
"3794","2-10","Pied-billed Grebe","PBGR","EBIRD"
"3795","2-10","Purple Finch","PUFI","EBIRD"
"3796","2-10","Pygmy Nuthatch","PYNU","EBIRD"
"3797","2-10","Red-shouldered Hawk","RSHA","EBIRD"
"3798","2-10","Red-tailed Hawk","RTHA","EBIRD"
"3799","2-10","Ruddy Duck","RUDU","EBIRD"
"3800","2-10","Snowy Plover","SNPL","EBIRD"
"3801","2-10","Song Sparrow","SOSP","EBIRD"
"3802","2-10","Spotted Towhee","SPTO","EBIRD"
"3803","2-10","Swainson's Thrush","SWTH","EBIRD"
"3804","2-10","Tree Swallow","TRES","EBIRD"
"3805","2-10","Virginia Rail","VIRA","EBIRD"
"3806","2-10","Western Bluebird","WEBL","EBIRD"
"3807","2-10","Western Gull","WEGU","EBIRD"
"3808","2-10","White-crowned Sparrow","WCSP","EBIRD"
"3809","2-10","White-tailed Kite","WTKI","EBIRD"
"3810","2-10","Wild Turkey","WITU","EBIRD"
"3811","2-10","Wilson's Warbler","WIWA","EBIRD"
"3812","2-10","Wrentit","WREN","EBIRD"
"3813","2-12","American Goldfinch","AMGO","EBIRD"
"3814","2-12","Barn Swallow","BARS","EBIRD"
"3815","2-12","Black Phoebe","BLPH","EBIRD"
"3816","2-12","Blue-gray Gnatcatcher","BGGN","EBIRD"
"3817","2-12","Brewer's Blackbird","BRBL","EBIRD"
"3818","2-12","Brown-headed Cowbird","BHCO","EBIRD"
"3819","2-12","California Quail","CAQU","EBIRD"
"3820","2-12","California Scrub-Jay","CASJ","EBIRD"
"3821","2-12","Cinnamon Teal","CITE","EBIRD"
"3822","2-12","Cliff Swallow","CLSW","EBIRD"
"3823","2-12","Common Raven","CORA","EBIRD"
"3824","2-12","Common Yellowthroat","COYE","EBIRD"
"3825","2-12","European Starling","EUST","EBIRD"
"3826","2-12","Gadwall","GADW","EBIRD"
"3827","2-12","Mallard","MALL","EBIRD"
"3828","2-12","Marsh Wren","MAWR","EBIRD"
"3829","2-12","Northern Harrier","NOHA","EBIRD"
"3830","2-12","Northern Rough-winged Swallow","NRWS","EBIRD"
"3831","2-12","Osprey","OSPR","EBIRD"
"3832","2-12","Peregrine Falcon","PEFA","EBIRD"
"3833","2-12","Red-tailed Hawk","RTHA","EBIRD"
"3834","2-12","Red-winged Blackbird","RWBL","EBIRD"
"3835","2-12","Savannah Sparrow","SAVS","EBIRD"
"3836","2-12","Say's Phoebe","SAPH","EBIRD"
"3837","2-12","Snowy Plover","SNPL","EBIRD"
"3838","2-12","Song Sparrow","SOSP","EBIRD"
"3839","2-12","White-crowned Sparrow","WCSP","EBIRD"
"3840","2-12","White-tailed Kite","WTKI","EBIRD"
"3841","2-13","Anna's Hummingbird","ANHU","EBIRD"
"3842","2-13","Ash-throated Flycatcher","ATFL","EBIRD"
"3843","2-13","Bewick's Wren","BEWR","EBIRD"
"3844","2-13","Brewer's Blackbird","BRBL","EBIRD"
"3845","2-13","Bullock's Oriole","BUOR","EBIRD"
"3846","2-13","California Quail","CAQU","EBIRD"
"3847","2-13","California Scrub-Jay","CASJ","EBIRD"
"3848","2-13","California Towhee","CALT","EBIRD"
"3849","2-13","Cliff Swallow","CLSW","EBIRD"
"3850","2-13","Common Raven","CORA","EBIRD"
"3851","2-13","Dark-eyed Junco","DEJU","EBIRD"
"3852","2-13","Downy Woodpecker","DOWO","EBIRD"
"3853","2-13","Eurasian Collared-Dove","EUCD","EBIRD"
"3854","2-13","European Starling","EUST","EBIRD"
"3855","2-13","Grasshopper Sparrow","GRSP","EBIRD"
"3856","2-13","House Finch","HOFI","EBIRD"
"3857","2-13","Lark Sparrow","LASP","EBIRD"
"3858","2-13","Lazuli Bunting","LAZB","EBIRD"
"3859","2-13","Mourning Dove","MODO","EBIRD"
"3860","2-13","Orange-crowned Warbler","OCWA","EBIRD"
"3861","2-13","Pacific-slope Flycatcher","PSFL","EBIRD"
"3862","2-13","Peregrine Falcon","PEFA","EBIRD"
"3863","2-13","Pine Siskin","PISI","EBIRD"
"3864","2-13","Red-tailed Hawk","RTHA","EBIRD"
"3865","2-13","Rock Pigeon","ROPI","EBIRD"
"3866","2-13","Song Sparrow","SOSP","EBIRD"
"3867","2-13","Swainson's Thrush","SWTH","EBIRD"
"3868","2-13","Tree Swallow","TRES","EBIRD"
"3869","2-13","Western Bluebird","WEBL","EBIRD"
"3870","2-13","Western Kingbird","WEKI","EBIRD"
"3871","2-13","White-crowned Sparrow","WCSP","EBIRD"
"3872","2-13","Wilson's Warbler","WIWA","EBIRD"
"3873","2-13","Wrentit","WREN","EBIRD"
"3874","2-14","Anna's Hummingbird","ANHU","EBIRD"
"3875","2-14","Barn Swallow","BARS","EBIRD"
"3876","2-14","California Quail","CAQU","EBIRD"
"3877","2-14","California Towhee","CALT","EBIRD"
"3878","2-14","Common Raven","CORA","EBIRD"
"3879","2-14","Downy Woodpecker","DOWO","EBIRD"
"3880","2-14","European Starling","EUST","EBIRD"
"3881","2-14","House Finch","HOFI","EBIRD"
"3882","2-14","Lazuli Bunting","LAZB","EBIRD"
"3883","2-14","Loggerhead Shrike","LOSH","EBIRD"
"3884","2-14","Mourning Dove","MODO","EBIRD"
"3885","2-14","Pine Siskin","PISI","EBIRD"
"3886","2-14","Red-tailed Hawk","RTHA","EBIRD"
"3887","2-14","Western Bluebird","WEBL","EBIRD"
"3888","2-14","White-crowned Sparrow","WCSP","EBIRD"
"3889","2-14","White-tailed Kite","WTKI","EBIRD"
"3890","2-15","Anna's Hummingbird","ANHU","EBIRD"
"3891","2-15","Bushtit","BUSH","EBIRD"
"3892","2-15","California Scrub-Jay","CASJ","EBIRD"
"3893","2-15","California Towhee","CALT","EBIRD"
"3894","2-15","Common Raven","CORA","EBIRD"
"3895","2-15","European Starling","EUST","EBIRD"
"3896","2-15","Mallard","MALL","EBIRD"
"3897","2-15","Orange-crowned Warbler","OCWA","EBIRD"
"3898","2-15","Purple Finch","PUFI","EBIRD"
"3899","2-15","Red-tailed Hawk","RTHA","EBIRD"
"3900","2-15","Red-winged Blackbird","RWBL","EBIRD"
"3901","2-15","Song Sparrow","SOSP","EBIRD"
"3902","2-15","Turkey Vulture","TUVU","EBIRD"
"3903","2-15","Wilson's Warbler","WIWA","EBIRD"
"3904","2-16","Anna's Hummingbird","ANHU","EBIRD"
"3905","2-16","California Quail","CAQU","EBIRD"
"3906","2-16","California Towhee","CALT","EBIRD"
"3907","2-16","European Starling","EUST","EBIRD"
"3908","2-16","Loggerhead Shrike","LOSH","EBIRD"
"3909","2-16","Mourning Dove","MODO","EBIRD"
"3910","2-16","Red-tailed Hawk","RTHA","EBIRD"
"3911","2-16","Western Bluebird","WEBL","EBIRD"
"3912","2-17","American Crow","AMCR","EBIRD"
"3913","2-17","Anna's Hummingbird","ANHU","EBIRD"
"3914","2-17","Barn Swallow","BARS","EBIRD"
"3915","2-17","Bushtit","BUSH","EBIRD"
"3916","2-17","California Scrub-Jay","CASJ","EBIRD"
"3917","2-17","Common Raven","CORA","EBIRD"
"3918","2-17","European Starling","EUST","EBIRD"
"3919","2-17","Great Blue Heron","GBHE","EBIRD"
"3920","2-17","Great Egret","GREG","EBIRD"
"3921","2-17","Mallard","MALL","EBIRD"
"3922","2-17","Orange-crowned Warbler","OCWA","EBIRD"
"3923","2-17","Purple Finch","PUFI","EBIRD"
"3924","2-17","Pygmy Nuthatch","PYNU","EBIRD"
"3925","2-17","Red-tailed Hawk","RTHA","EBIRD"
"3926","2-17","Red-winged Blackbird","RWBL","EBIRD"
"3927","2-17","Song Sparrow","SOSP","EBIRD"
"3928","2-17","Turkey Vulture","TUVU","EBIRD"
"3929","2-17","Western Bluebird","WEBL","EBIRD"
"3930","2-17","Wilson's Warbler","WIWA","EBIRD"
"3931","2-18","American Crow","AMCR","EBIRD"
"3932","2-18","European Starling","EUST","EBIRD"
